id,portal,tanggal_terbit,url,judul,clean_text,label,confidence
6548cf184e94,Antara,2026-05-25,https://www.antaranews.com/berita/5581401/tak-ada-kompromi-standar-mbg-bgn-masih-tangguhkan-operasi-1152-sppg,"Tak ada kompromi standar MBG, BGN masih tangguhkan operasi 1.152 SPPG","Tak ada kompromi standar MBG, BGN masih tangguhkan operasi 1.152 SPPG. Tidak ada kompromi terhadap standar kualitas Program MBG. Seluruh SPPG wajib memenuhi ketentuan yang telah ditetapkan agar layanan yang diberikan benar-benar aman, sehat, dan berkualitas bagi masyarakat Jakarta (ANTARA) - Badan Gizi Nasional (BGN) masih menangguhkan atau suspend 1.152 Satuan Pelayanan Pemenuhan Gizi (SPPG) sebagai langkah tegas bahwa tidak ada kompromi untuk penyalahgunaan standar Program Makan Bergizi Gratis (MBG).",netral,0.4858
c3b4f0a078cd,Kumparan,2026-06-03,https://kumparan.com/kumparanoto/dicopot-dari-kepala-bgn-intip-isi-garasi-dadan-hindayana-yang-senilai-rp-1-4-m-27WZux4woe5,"Dicopot dari Kepala BGN, Intip Isi Garasi Dadan Hindayana yang Senilai Rp 1,4 M","Dicopot dari Kepala BGN, Intip Isi Garasi Dadan Hindayana yang Senilai Rp 1,4 M. Dicopot dari Kepala BGN, Intip Isi Garasi Dadan Hindayana yang Senilai Rp 1,4 M ·waktu baca 2 menit Sosok yang selalu jadi muka Badan Gizi Nasional (BGN), Dadan Hindayana resmi dicopot jabatannya sebagai ketua. Selain dirinya, Presiden Prabowo juga menanggalkan tugas Wakil Kepala BGN yakni Lodewyk Pusung dan Sony Sanjaya.",negatif,0.4865
0622251f2a2c,Tribunnews,2026-06-06,https://www.tribunnews.com/nasional/7838740/kabar-bahlil-lagu-mbg-bikin-jokowi-heran-hingga-jalan-ke-rumah-istrinya-diperlebar,Kabar Bahlil: Lagu,"Kabar Bahlil: Lagu. Kabar Bahlil: Lagu ""MBG"" Bikin Jokowi Heran hingga Jalan ke Rumah Istrinya Diperlebar Dari keheranan Jokowi soal lagu MBG di Solo hingga proyek jalan mulus ke rumah istri Bahlil di Sragen. Simak rangkuman lengkapnya!",negatif,0.487
137a3d7df3b1,Tempo,2026-06-04,https://www.tempo.co/ekonomi/cina-mbg-peternak-sppg-2217910,Pemain Asing Ancam Bisnis Peternak Ayam Petelur,Pemain Asing Ancam Bisnis Peternak Ayam Petelur. PETERNAK ayam petelur di daerah mulai cemas setelah isu pemasok telur dari negara lain mengemuka. Kecemasan mereka bertambah setelah satuan pelayanan pemenuhan gizi (SPPG) tak menyerap telur peternak untuk proyek makan bergizi gratis (MBG) sehingga harga bahan protein ini turun.,negatif,0.4888
f92b90eda063,Liputan6,2026-06-04,https://berita.liputan6.com/politik/read/7650571/said-abdullah-desak-pembenahan-bgn-usai-terungkap-kasus-korupsi,Said Abdullah Desak Pembenahan BGN Usai Terungkap Kasus Korupsi,"Said Abdullah Desak Pembenahan BGN Usai Terungkap Kasus Korupsi. Liputan6.com, Jakarta - Ketua Banggar DPR Said Abdullah mendesak Badan Gizi Nasional (BGN) memperbaik tata kelola dalam mengurusi Makan Bergizi Gratis (MBG), menyusul adanya dugaan korupsi dalam mengelola program tersebut. ""Saya sejak awal bolak-balik menyatakan kelemahan BGN sebagai prioritas yang menjadi andalan Bapak Presiden adalah pada aspek tata kelolanya,"" kata dia di Kompleks Parlemen Senayan, Jakarta, Kamis (4/6/2026).",negatif,0.4902
fe5786b775ae,Suara,2026-06-04,https://www.suara.com/video/2026/06/04/151755/sppg-diplesetkan-penjilat-hasan-nasbi-kritik-pernyataan-eks-ketua-bem-ugm-tiyo-ardianto,"SPPG Diplesetkan 'Penjilat', Hasan Nasbi Kritik Pernyataan Eks Ketua BEM UGM Tiyo Ardianto","SPPG Diplesetkan 'Penjilat', Hasan Nasbi Kritik Pernyataan Eks Ketua BEM UGM Tiyo Ardianto. Suara.com - Hasan Nasbi menanggapi kritik yang disampaikan mantan Ketua BEM UGM Tiyo Ardiyanto terhadap SPPG. Dalam tayangan youtube Terus Terang dengan Mahfud MD, awalnya Tiyo membahas mengenai kampus-kampus yang menolak mengelola atau menjadi SPPG.",negatif,0.4917
8b1299b8b3c3,Antara,2026-05-25,https://www.antaranews.com/berita/5581252/satgas-mbg-banyak-sppg-di-lampung-terkendala-ipal-untuk-dapat-slhs,Satgas MBG: Banyak SPPG di Lampung terkendala IPAL untuk dapat SLHS,"Satgas MBG: Banyak SPPG di Lampung terkendala IPAL untuk dapat SLHS. Kebanyakan dari dapur ini IPAL-nya kurang standar dan biaya untuk pembuatannya pun cukup mahal. Namun ini jadi hal wajib yang harus dipenuhi untuk menjamin keselamatan penerima manfaat,,, Bandarlampung (ANTARA) - Satuan Tugas (Satgas) Makan Bergizi Gratis (MBG) Provinsi Lampung menyatakan sebanyak 376 dapur Satuan Pelayanan Pemenuhan Gizi (SPPG) Program Makan Bergizi Gratis di Provinsi Lampung telah memiliki Sertifikat Laik Higiene Sanitasi (SLHS).",negatif,0.4951
62ff17167e4c,Tempo,2026-06-03,https://www.tempo.co/hukum/jaksa-benarkan-penggeledahan-kantor-bgn-2216230,Jaksa Benarkan Penggeledahan Kantor BGN,"Jaksa Benarkan Penggeledahan Kantor BGN. PELAKSANA harian Kepala Pusat Penerangan Hukum Kejaksaan Agung Mohammad Jeffry membenarkan penyidik Jaksa Agung Muda Tindak Pidana Khusus menggeledah kantor Badan Gizi Nasional (BGN) di Jalan Kebon Sirih, Jakarta Pusat, pada Rabu, 3 Juni 2026. “Penyidik Pidsus Kejaksaan Agung benar melakukan penggeledahan di kantor BGN,” kata Jeffry pada Rabu, 3 Juni 2026.",negatif,0.4956
21bf2fd79f6e,Kumparan,2026-04-29,https://kumparan.com/kumparanbisnis/video/1777458670190543293,Prabowo Pastikan MBG Diteruskan Sampai Selesai,Prabowo Pastikan MBG Diteruskan Sampai Selesai. Pencarian Masuk Buat Tulisan Loading Loading Loading Loading Loading Loading Loading Loading Loading Loading Lainnya Breaking News SATU Indonesia Awards Green Initiative Video Story Audio Story Trending kumparanPLUS Opini & Cerita Video Story Galeri Foto Kabar Daerah Polling Zodiak Tentang Kami Pedoman Media Siber Ketentuan & Kebijakan Privasi Panduan Komunitas Peringkat Penulis Cara Menulis di kumparan Informasi Kerja Sama Bantuan Iklan Karir Instagram Facebook Tiktok Youtube Whatsapp X kumparanBISNIS 29 Apr 2026 Prabowo Pastikan MBG Diteruskan Sampai Selesai Prabowo menilai banyak yang sudah mendapatkan manfaat dari program MBG. 1 Bagikan 1 Komentar Tulis Komentar,netral,0.4966
3b169ad41603,Tempo,2026-06-04,https://www.tempo.co/ekonomi/dampak-minim-mbg-bagi-peternak-2217915,Dampak Minim MBG bagi Peternak,Dampak Minim MBG bagi Peternak. Ringkasan Berita - Mantan Kepala Badan Gizi Nasional dan dua wakilnya menjadi tersangka korupsi proyek MBG. - Peternak ayam petelur di Magetan protes karena produknya tak terserap MBG sehingga harganya jatuh.,negatif,0.4969
17402e28b91a,Liputan6,2026-05-29,https://kesehatan.liputan6.com/psikologi/read/7432774/lagu-mbg-mas-bahlil-ganteng-mudah-terngiang-di-kepala-ini-kata-psikiater,"Lagu MBG Mas Bahlil Ganteng Mudah Terngiang di Kepala, Ini Kata Psikiater","Lagu MBG Mas Bahlil Ganteng Mudah Terngiang di Kepala, Ini Kata Psikiater. Liputan6.com, Jakarta - Lagu-lagu viral seperti MBG alias Mas Bahlil Ganteng dan lainnya kerap terngiang-ngiang di kepala. Otak dengan mudah menghafalnya.",netral,0.4978
52b35f5301ab,Tribunnews,2026-06-06,https://www.tribunnews.com/nasional/7838931/jejak-korupsi-bgn-saksi-ungkap-aktivitas-janggal-diler-motor-listrik-mbg-sebelum-kasus-terbongkar,"Jejak Korupsi BGN, Saksi Ungkap Aktivitas Janggal Diler Motor Listrik MBG Sebelum Kasus Terbongkar - Tribunnews.com","Jejak Korupsi BGN, Saksi Ungkap Aktivitas Janggal Diler Motor Listrik MBG Sebelum Kasus Terbongkar - Tribunnews.com. Kasus Korupsi di BGN Jejak Korupsi BGN, Saksi Ungkap Aktivitas Janggal Diler Motor Listrik MBG Sebelum Kasus Terbongkar Terakhir kali terlihat aktivitas sekitar dua bulan lalu, ketika truk-truk keluar-masuk membawa unit motor listrik berstiker program MBG Ringkasan Berita: - Diler merk motor listrik berinisial ""E"" yang digunakan dalam pengadaan sepeda motor untuk program Makan Bergizi Gratis (MBG) tampak sepi - Diler yang berada di sisi Jalan Raya Daan Mogot, Kelurahan Jelambar, Kecamatan Grogol Petamburan, Jakarta Barat, dalam kondisi tertutup - Terakhir kali terlihat aktivitas sekitar dua bulan lalu, ketika truk-truk keluar-masuk membawa unit motor listrik berstiker program MBG TRIBUNNEWS.COM, JAKARTA - Diler merk motor listrik berinisial ""E"" yang digunakan dalam pengadaan sepeda motor untuk program Makan Bergizi Gratis (MBG) tampak sepi pada Sabtu (6/6/2026) sekitar pukul 13.46 WIB. Kondisi tersebut terjadi setelah Kejaksaan Agung (Kejagung) menetapkan mantan Kepala BGN, Dadan Hindayana, sebagai tersangka dalam kasus dugaan korupsi penyimpangan tata kelola program MBG.",negatif,0.4982
5cef07f2a423,Antara,2026-06-02,https://www.antaranews.com/berita/5591005/belum-lengkapi-ipal-13-sppg-di-kudus-disuspend,"Belum lengkapi Ipal, 13 SPPG di Kudus disuspend","Belum lengkapi Ipal, 13 SPPG di Kudus disuspend. Kudus (ANTARA) - Badan Gizi Nasional (BGN) masih melakukan penghentian operasional sementara (suspend) terhadap 13 Satuan Pelayanan Pemenuhan Gizi (SPPG) di Kabupaten Kudus, Jawa Tengah, karena belum memiliki Instalasi Pengolahan Air Limbah (Ipal) atau Ipal belum standar. ""Awalnya ada 15 SPPG, namun dua SPPG kembali beroperasi setelah memenuhi persyaratan Ipal, sehingga saat ini yang tersisa ada 13 SPPG,"" kata Koordinator Wilayah SPPG Kabupaten Kudus Febria Suryaningrum di Kudus, Selasa.",negatif,0.499
7495a90048c0,Suara,2026-06-05,https://www.suara.com/lifestyle/2026/06/05/151500/apa-itu-mark-up-modus-dadan-hindayana-korupsi-motor-mbg,Apa itu Mark Up? Modus Dadan Hindayana Korupsi Motor MBG,Apa itu Mark Up? Modus Dadan Hindayana Korupsi Motor MBG. - Presiden Prabowo Subianto mencopot Dadan Hindayana dari Kepala Badan Gizi Nasional. - Dadan Hindayana diduga melakukan kasus korupsi MBG.,negatif,0.4998
b6fadf306dc6,Detik,2026-06-03,https://www.detik.com/jabar/hukum-dan-kriminal/d-8516848/dadan-cs-markup-barang-yang-tak-dibutuhkan-mbg-sepatu-hingga-tv-75-inch,Dadan Cs Markup Barang yang Tak Dibutuhkan MBG: Sepatu hingga TV 75 Inch,"Dadan Cs Markup Barang yang Tak Dibutuhkan MBG: Sepatu hingga TV 75 Inch. Kejaksaan Agung membeberkan eks Kepala Badan Gizi Nasional (BGN) Dadan Hindayana dan dua eks wakilnya, Sony Sanjaya dan Lodewyk Pusung melakukan penggelembungan (markup) barang di program Makan Bergizi Gratis (MBG). Barang-barang itu dikatakan tak mendukung operasional pelaksanaan MBG.",negatif,0.5001
7571064b5faf,Kompas,2026-06-07,https://nasional.kompas.com/read/2026/06/07/15404681/sekjen-pdip-komentari-korupsi-mbg-sejak-awal-kami-larang-kader-terlibat,Sekjen PDIP Komentari Korupsi MBG: Sejak Awal Kami Larang Kader Terlibat,"Sekjen PDIP Komentari Korupsi MBG: Sejak Awal Kami Larang Kader Terlibat. Baca berita tanpa iklan. Gabung Kompas.com+ Kompas.com, 7 Juni 2026, 15:40 WIB JAKARTA, KOMPAS.com - Sekretaris Jenderal (Sekjen) PDI-Perjuangan Hasto Kristiyanto mengomentari kasus korupsi Makan Bergizi Gratis (MBG) yang terkuak kini dengan mengingatkan soal larangan kadernya terlibat mencari keuntungan dari program MBG.",negatif,0.5013
3505f82d22ea,Antara,2026-06-04,https://www.antaranews.com/berita/5593344/kepala-staf-kepresidenan-ungkap-alasan-presiden-ganti-kepala-bgn,Kepala Staf Kepresidenan ungkap alasan Presiden ganti Kepala BGN,"Kepala Staf Kepresidenan ungkap alasan Presiden ganti Kepala BGN. Jakarta (ANTARA) - Kepala Staf Kepresidenan Jenderal TNI (Purn.) Dudung Abdurachman menegaskan pencopotan Kepala Badan Gizi Nasional (BGN) oleh Presiden Prabowo Subianto dilakukan untuk memperkuat transparansi, akuntabilitas, dan pengawasan program Makan Bergizi Gratis (MBG). Hal itu, ujar Dudung, agar program tersebut dapat tetap bersih dari praktik korupsi dan penyimpangan.",netral,0.5045
8de191235441,Tempo,2026-06-04,https://www.tempo.co/politik/legislator-pdip-tata-kelola-bgn-lemah-dalam-program-mbg-2235380,Legislator PDIP: Tata Kelola BGN Lemah dalam Program MBG,Legislator PDIP: Tata Kelola BGN Lemah dalam Program MBG. LEGISLATOR Partai Demokrasi Indonesia Perjuangan (PDIP) Said Abdullah menilai persoalan tata kelola menjadi titik lemah Badan Gizi Nasional (BGN) sejak lembaga itu menjalankan program makan bergizi gratis (MBG). Said menyatakan ini setelah Kejaksaan Agung menetapkan mantan Kepala BGN Dadan Hindayana dan dua mantan wakilnya sebagai tersangka korupsi.,negatif,0.5087
689a00877d8b,Antara,2026-06-05,https://www.antaranews.com/berita/5595625/satgas-mbg-situbondo-sebanyak-19-sppg-tak-beroperasi-sementara,Satgas MBG Situbondo: Sebanyak 19 SPPG tak beroperasi sementara,"Satgas MBG Situbondo: Sebanyak 19 SPPG tak beroperasi sementara. Situbondo (ANTARA) - Satgas Makan Bergizi Gratis (MBG) Kabupaten Situbondo, Jawa Timur mencatat sebanyak 19 unit Satuan Pelayanan Pemenuhan Gizi (SPPG) berhenti beroperasi, karena terkendala pencairan dana serta dihentikan sementara (suspend). Ketua Satgas MBG Kabupaten Situbondo Akhmad Yulianto menyampaikan sebanyak 19 SPPG yang dihentikan sementara, karena instalasi pengolahan air limbah (Ipal) tidak sesuai standar serta ada disebabkan infrastruktur, tata kelola, dan fasilitas dapur umum tidak sesuai standar.",negatif,0.5091
48920ea9478b,Antara,2026-06-04,https://www.antaranews.com/berita/5593949/pembenahan-mbg-dalam-48-jam,Pembenahan MBG dalam 48 jam,"Pembenahan MBG dalam 48 jam. Prabowo telah mengganti tiga pimpinan BGN sekaligus, memanggil 12 ribu mitra untuk konsolidasi, dan memberi peringatan keras kepada yang ia sebut ""brengsek"" agar kembali ke jalan yang benar. Langkah-langkah ini merupakan sinyal koreksi yang kuat dan Jakarta (ANTARA) - Selasa pagi, 2 Juni 2026, Presiden Prabowo Subianto tiba di Satuan Pelayanan Pemenuhan Gizi ((SPPG) Palmerah, Jakarta Barat, sekitar pukul 09.30 WIB.",negatif,0.5115
d0244923de81,Tribunnews,2026-06-07,https://www.tribunnews.com/nasional/7839020/program-mbg-dinilai-telah-dirancang-dengan-celah-korupsi-audit-total-dianggap-mendesak,"Program MBG Dinilai Telah Dirancang dengan Celah Korupsi, Audit Total Dianggap Mendesak - Tribunnews.com","Program MBG Dinilai Telah Dirancang dengan Celah Korupsi, Audit Total Dianggap Mendesak - Tribunnews.com. Kasus Korupsi di BGN Program MBG Dinilai Telah Dirancang dengan Celah Korupsi, Audit Total Dianggap Mendesak Tata kelola MBG disorot usai BGN diterjang skandal korupsi disorot. Audit dinilai mendesak dilakukan.",negatif,0.5121
671c48d6921a,Liputan6,2026-06-04,https://berita.liputan6.com/peristiwa/read/7666035/alasan-prabowo-tunjuk-nanik-s-deyang-jadi-kepala-bgn,Alasan Prabowo Tunjuk Nanik S Deyang Jadi Kepala BGN,"Alasan Prabowo Tunjuk Nanik S Deyang Jadi Kepala BGN. Liputan6.com, Jakarta - Menteri Sekretaris Negara (Mensesneg) Prasetyo Hadi mengungkap alasan Presiden Prabowo Subianto menunjuk Nanik S. Deyang sebagai Kepala Badan Gizi Nasional (BGN).",netral,0.5124
1ba133aedeac,Antara,2026-06-05,https://www.antaranews.com/berita/5596168/menko-polkam-minta-seluruh-jajaran-pemerintah-jauhi-praktik-korupsi,Menko Polkam minta seluruh jajaran pemerintah jauhi praktik korupsi,Menko Polkam minta seluruh jajaran pemerintah jauhi praktik korupsi. Jakarta (ANTARA) - Menteri Koordinator Bidang Politik dan Keamanan (Menko Polkam) Djamari Chaniago meminta seluruh jajaran pemerintah tidak menggunakan jabatannya untuk melakukan korupsi. Dia memastikan pejabat di tingkat pusat atau pihak yang merasa dekat dengan Presiden Prabowo Subianto pun akan ditindak tegas jika kedapatan korupsi.,negatif,0.5127
52891c903e65,Liputan6,2026-06-04,https://www.liputan6.com/news/read/7648854/prabowo-peringatkan-mitra-mbg-nakal-kembali-ke-jalan-yang-benar,Prabowo Peringatkan Mitra MBG Nakal: Kembali ke Jalan yang Benar,"Prabowo Peringatkan Mitra MBG Nakal: Kembali ke Jalan yang Benar. Liputan6.com, Jakarta - Presiden Prabowo Subianto memberi peringatan keras kepada para mitra dan penggerak program Makan Bergizi Gratis (MBG) yang menyalahi standar dan prosedur yang ditetapkan. Prabowo meminta para mitra membenahi diri dan menjauhi praktik-praktik yang berpotensi menimbulkan pelanggaran.",negatif,0.5137
99b47154f941,Detik,2026-06-05,https://www.detik.com/jabar/berita/d-8519472/mbg-di-karawang-tuai-polemik-sppg-disebut-ogah-pakai-produk-lokal,"MBG di Karawang Tuai Polemik, SPPG Disebut Ogah Pakai Produk Lokal","MBG di Karawang Tuai Polemik, SPPG Disebut Ogah Pakai Produk Lokal. Program Makan Bergizi Gratis (MBG) yang digadang-gadang menjadi angin segar bagi ekonomi arus bawah mulai memicu riak di Kabupaten Karawang. Dapur Satuan Pelayanan Pemenuhan Gizi (SPPG) di wilayah tersebut dituding enggan menyerap bahan baku dari pengusaha lokal.",negatif,0.5137
c45fd82fa5c7,Detik,2026-04-23,https://www.detik.com/jatim/jogo-jatim/d-8458202/kapolres-kediri-resmikan-sppg-ketiga-di-kandat-perluas-jangkauan-mbg,"Kapolres Kediri Resmikan SPPG Ketiga di Kandat, Perluas Jangkauan MBG","Kapolres Kediri Resmikan SPPG Ketiga di Kandat, Perluas Jangkauan MBG. Kabupaten Kediri kembali menambah kekuatan layanan gizi untuk warganya. Kapolres Kediri AKBP Bramastyo Priaji meresmikan Satuan Pelayanan Pemenuhan Gizi (SPPG) Polres Kediri 3 di Kecamatan Kandat.",positif,0.5146
8f7772262dd4,Antara,2026-05-25,https://www.antaranews.com/berita/5581727/hoaks-purbaya-sebut-program-mbg-bebani-apbn,Hoaks! Purbaya sebut program MBG bebani APBN,"Hoaks! Purbaya sebut program MBG bebani APBN. Jakarta (ANTARA/JACX) – Sebuah unggahan di media sosial Facebook mengeklaim bahwa Menteri Keuangan Purbaya Yudhi Sadewa, menyebut program Makan Bergizi Gratis (MBG) menjadi salah satu penyebab defisit Anggaran Pendapatan dan Belanja Negara (APBN). Unggahan tersebut menampilkan foto Purbaya Yudhi Sadewa seolah-olah dirinya membenarkan bahwa program MBG membebani APBN.",negatif,0.5147
f96e3d598be7,Detik,2026-06-03,https://www.detik.com/sumut/hukum-dan-kriminal/d-8516536/mantan-kepala-2-eks-wakil-kepala-bgn-ditahan-kejagung,Mantan Kepala-2 Eks Wakil Kepala BGN Ditahan Kejagung,"Mantan Kepala-2 Eks Wakil Kepala BGN Ditahan Kejagung. Kejaksaan Agung (Kejagung) menahan mantan Kepala Badan Gizi Nasional (BGN) Dadan Hindayana. Selain itu, dua mantan Wakil Kepala BGN yakni Sony Sonjaya dan Lodewyk Pusung juga ditahan.",negatif,0.5202
1a77cf8738dc,Antara,2026-06-02,https://www.antaranews.com/berita/5591341/satgas-mbg-dan-bumd-uji-coba-cng-untuk-dapur-mbg-di-rembang,Satgas MBG dan BUMD uji coba CNG untuk dapur MBG di Rembang,"Satgas MBG dan BUMD uji coba CNG untuk dapur MBG di Rembang. Rembang (ANTARA) - Satuan Tugas (Satgas) Makan Bergizi Gratis (MBG) Kabupaten Rembang, Jawa Tengah, bersama Badan Usaha Milik Daerah (BUMD) PT Rembang Migas Energi (RME) melakukan uji coba atau ""nyala perdana"" penggunaan Compressed NatCural Gas (CNG) di Satuan Pelayanan Pemenuhan Gizi (SPPG) Dorokandang, Kecamatan Lasem. ""Ini sesuai dengan semangat kami untuk membentuk ekosistem pangan dan ekonomi di lingkungan SPPG.",netral,0.5214
